Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Previous Years (2001-2018) - SGU Rated Output In kW,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
2042,381,"1,413.455",1,6.935,4,25.490,2,13.100,4,47.700,2,11.025,2,13.465,2,4.290,1,6.050,11,62.775,6,46.720,5,34.520,9,69.530,2,6.360,3,14.250,8,42.535,2,9.870,445,"1,828.070"
2043,93,325.469,0,0.000,2,87.180,2,19.900,0,0.000,0,0.000,0,0.000,1,6.210,1,5.525,1,5.175,2,4.400,2,13.740,2,9.650,0,0.000,1,5.940,1,9.300,0,0.000,108,492.489
2044,298,"1,244.689",3,16.815,1,5.580,1,4.030,0,0.000,4,24.360,5,119.600,3,19.320,4,18.470,5,19.185,3,13.185,2,11.655,4,50.820,1,6.600,4,22.680,2,13.200,3,21.180,343,"1,611.369"
2045,164,845.696,5,37.600,5,32.095,2,17.340,1,6.000,4,33.355,0,0.000,1,2.600,4,32.760,2,13.140,8,71.400,3,25.100,2,13.040,5,43.825,3,19.030,6,52.765,4,26.160,219,"1,271.906"
2046,583,"2,317.853",5,42.012,6,56.670,3,20.640,1,5.600,1,5.025,11,103.975,11,211.590,8,40.110,7,38.425,12,178.960,11,89.565,14,124.095,17,106.255,4,27.870,5,45.640,7,42.965,706,"3,457.250"
2047,183,689.603,2,9.540,2,14.505,0,0.000,3,21.900,2,13.815,0,0.000,4,22.065,2,6.250,2,10.335,2,13.215,1,5.610,4,32.280,5,26.505,5,37.950,4,29.880,1,6.600,222,940.053
2048,152,672.487,1,6.500,3,94.355,0,0.000,1,9.240,1,6.000,2,13.700,1,6.400,2,9.670,3,17.705,4,23.650,3,15.322,2,12.870,4,21.490,2,8.580,3,24.370,0,0.000,184,942.339
2049,232,831.737,3,21.500,2,22.390,3,28.350,7,39.605,5,34.620,3,11.975,4,19.235,2,13.000,1,3.000,3,16.800,2,11.680,5,66.056,2,13.930,2,12.540,3,39.280,1,4.620,280,"1,190.318"
2050,130,846.350,0,0.000,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000,1,3.575,1,4.340,2,82.650,1,6.600,1,99.750,0,0.000,2,19.686,0,0.000,0,0.000,2,95.450,141,"1,165.016"
2055,1,2.400,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,2.400
2057,13,46.665,2,8.970,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.800,0,0.000,0,0.000,0,0.000,1,10.500,0,0.000,0,0.000,0,0.000,0,0.000,17,70.935
2059,3,43.360,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,43.360
2060,132,650.395,1,7.680,0,0.000,1,7.680,1,3.100,1,27.000,0,0.000,0,0.000,1,3.000,2,8.520,0,0.000,3,27.970,4,74.100,0,0.000,1,10.295,1,8.295,2,13.590,150,841.625
2061,20,137.550,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,21,144.165
2062,104,396.719,0,0.000,2,46.250,2,11.225,3,17.090,2,9.920,4,22.250,0,0.000,0,0.000,3,16.060,1,3.200,1,9.100,1,9.530,1,3.000,1,5.325,1,6.600,1,6.600,127,562.869
2063,254,"1,158.083",2,14.200,7,42.220,7,45.755,1,5.100,3,26.490,5,44.475,0,0.000,3,118.305,6,48.390,2,17.920,5,35.020,2,21.015,3,25.770,3,29.000,7,46.380,2,11.880,312,"1,690.003"
2064,180,"1,310.941",1,6.100,2,13.060,4,23.465,1,5.100,1,6.300,0,0.000,2,10.110,1,5.700,6,59.685,3,13.590,2,29.700,2,14.850,4,119.350,10,89.940,4,27.060,0,0.000,223,"1,734.951"
2065,450,"1,707.182",3,25.120,5,28.160,2,10.800,3,52.225,3,20.160,1,6.400,9,62.685,3,12.360,6,38.040,1,8.400,10,79.380,9,50.265,6,69.920,3,20.990,7,55.085,2,17.710,523,"2,264.882"
2066,878,"3,788.181",6,41.375,9,82.390,12,85.153,12,94.355,12,91.750,6,52.061,5,30.990,13,101.890,9,52.920,21,137.495,18,168.110,11,82.555,10,65.425,13,93.835,10,69.680,3,16.830,"1,048","5,054.995"
2067,461,"1,820.711",3,24.585,6,40.340,6,39.800,5,29.435,5,60.030,3,24.600,1,7.440,2,12.200,6,40.180,5,38.365,1,9.900,10,126.960,7,35.585,4,35.670,7,42.840,6,77.420,538,"2,466.061"
2068,526,"1,900.366",11,70.805,9,63.495,7,38.325,11,98.415,14,88.420,8,65.655,9,152.095,9,57.635,9,74.150,9,93.220,9,69.745,9,94.455,10,78.800,11,116.295,13,79.790,7,50.505,681,"3,192.171"
2069,493,"2,047.324",4,27.110,3,25.470,6,47.795,6,43.185,3,51.180,4,26.320,5,37.350,4,25.800,12,79.505,4,22.280,8,150.340,4,23.925,14,107.925,12,89.070,9,61.875,5,38.005,596,"2,904.459"
2070,425,"1,675.877",3,21.810,3,26.920,6,43.225,4,24.600,7,53.910,8,59.950,5,41.925,5,37.185,4,27.795,10,69.325,5,49.790,9,73.035,13,96.780,9,64.705,12,88.700,6,52.775,534,"2,508.307"
2071,364,"1,534.141",1,4.720,6,37.270,6,44.440,4,29.900,10,70.520,5,41.200,4,20.905,3,18.990,6,44.730,10,66.065,10,78.570,7,59.385,7,51.100,7,55.230,6,73.020,7,70.440,463,"2,300.626"
2072,180,940.212,1,10.050,0,0.000,4,24.025,1,7.930,1,6.600,3,15.375,2,7.800,2,11.880,1,46.480,2,13.750,7,68.000,3,27.310,0,0.000,2,18.170,6,49.230,1,11.700,216,"1,258.512"
2073,538,"2,567.631",5,40.700,8,54.750,9,58.015,8,63.415,7,34.580,10,81.865,5,37.695,8,63.515,5,42.170,7,50.070,5,32.730,9,65.360,6,48.220,7,55.600,14,83.730,1,4.290,652,"3,384.336"
2074,817,"2,995.637",7,45.960,11,63.605,15,103.860,4,29.440,8,57.020,11,194.285,11,77.745,13,75.745,11,73.945,18,130.960,11,88.185,12,81.470,9,73.850,6,47.500,11,82.285,11,85.020,986,"4,306.512"
2075,629,"2,571.234",7,68.290,10,70.715,10,70.185,3,21.060,4,24.145,4,27.000,9,66.100,3,25.235,11,71.805,7,60.860,12,119.145,9,66.925,8,62.380,10,77.510,15,114.445,10,84.200,761,"3,601.234"
2076,804,"3,475.719",8,47.045,13,103.005,10,63.185,16,95.220,8,59.625,6,37.680,11,123.765,11,96.840,9,82.820,9,64.110,14,90.000,16,213.140,6,39.670,16,98.805,13,98.560,8,77.275,978,"4,866.464"
2077,"1,030","4,131.391",14,105.130,11,80.490,26,192.220,9,54.725,14,107.430,7,46.815,11,75.110,5,25.985,13,96.180,13,85.925,19,137.160,20,173.450,10,74.215,18,133.225,17,121.620,10,80.455,"1,247","5,721.526"
2079,350,"1,181.977",2,13.200,7,42.395,1,6.300,1,6.120,3,21.765,5,33.020,6,42.725,6,53.270,3,23.215,7,41.975,7,59.460,3,19.815,8,56.030,5,31.905,6,42.850,5,39.045,425,"1,715.067"
2080,107,421.920,1,7.320,3,59.200,3,21.450,1,6.600,4,26.290,2,58.950,2,11.715,1,10.005,3,50.620,0,0.000,2,14.415,0,0.000,0,0.000,1,13.200,2,106.260,0,0.000,132,807.945
2081,384,"1,193.042",1,6.200,5,38.100,3,16.045,10,50.135,8,36.820,5,33.150,13,51.565,7,30.935,6,26.595,1,6.000,6,42.490,7,50.995,3,19.400,8,53.715,6,36.165,1,12.540,474,"1,703.892"
2082,354,"1,158.415",1,3.900,9,37.595,9,48.720,9,37.730,20,106.530,19,104.275,18,84.560,9,53.580,11,53.370,10,55.050,14,90.300,10,159.055,5,33.660,4,29.490,6,45.580,2,9.800,510,"2,111.610"
2083,140,510.312,1,5.850,3,19.670,0,0.000,1,12.505,1,8.060,2,12.660,1,3.265,2,15.765,3,18.290,2,5.500,0,0.000,3,17.850,2,13.425,3,22.670,2,14.300,4,32.250,170,712.372
2084,219,"1,165.490",1,11.000,2,21.920,0,0.000,2,11.600,3,24.000,1,8.060,3,18.600,2,32.840,3,18.180,3,40.610,6,48.301,3,43.251,4,49.040,1,24.750,5,39.100,0,0.000,258,"1,556.742"
2085,652,"2,535.895",4,24.670,6,36.105,6,50.020,8,53.545,3,20.940,5,32.170,7,39.845,3,21.780,14,91.455,11,76.215,5,43.380,9,157.210,10,65.550,11,67.340,8,51.810,4,51.970,766,"3,419.900"
2086,598,"2,015.516",14,108.140,7,43.805,9,58.060,5,33.145,6,41.625,10,58.220,3,17.490,9,57.700,7,45.580,9,60.700,6,42.250,9,88.540,7,41.010,4,24.400,9,165.195,6,35.870,718,"2,937.246"
2087,593,"2,200.001",11,80.905,7,47.090,6,35.115,5,28.700,7,55.710,6,36.450,9,66.160,10,59.945,5,30.805,11,72.870,7,48.230,13,90.225,8,51.440,9,67.335,11,74.525,5,21.195,723,"3,066.701"
2088,510,"2,200.537",7,35.530,5,27.550,5,32.000,4,46.170,3,15.640,6,41.910,9,62.975,8,59.275,16,99.870,11,75.250,8,79.525,19,182.140,7,63.095,6,58.930,10,76.085,4,51.560,638,"3,208.042"
2089,60,224.886,1,6.205,0,0.000,1,6.820,1,6.700,0,0.000,1,4.200,1,6.210,1,5.520,1,6.200,6,71.355,0,0.000,0,0.000,2,15.050,1,17.955,1,5.400,2,11.880,79,388.381
2090,148,523.101,0,0.000,2,12.205,2,8.020,2,12.775,2,10.440,3,17.665,2,11.300,1,5.400,1,6.555,5,31.200,1,9.360,6,43.390,2,13.635,3,21.650,1,6.300,2,27.720,183,760.716
2092,282,"1,169.254",1,6.600,3,21.850,4,31.240,5,29.390,5,44.080,1,10.800,7,44.740,4,29.250,6,40.360,4,35.550,1,6.650,7,65.310,2,12.820,6,50.745,4,118.470,4,42.980,346,"1,760.089"
2093,653,"2,559.506",9,58.975,11,63.740,16,132.210,6,37.680,9,58.440,17,208.360,12,79.995,9,146.950,11,62.125,13,73.435,13,87.211,9,52.420,5,59.700,22,161.480,12,80.325,14,80.925,841,"4,003.477"
2094,116,375.625,0,0.000,1,6.030,1,6.300,2,12.300,1,7.375,0,0.000,1,6.555,0,0.000,1,8.540,0,0.000,0,0.000,3,12.310,3,7.260,1,2.960,2,12.990,2,13.360,134,471.605
2095,221,940.165,0,0.000,1,9.300,5,49.799,2,10.860,0,0.000,2,5.830,1,6.210,4,51.080,0,0.000,2,64.190,4,19.480,5,37.550,3,24.910,4,49.090,2,13.425,4,29.280,260,"1,311.169"
2096,397,"1,451.696",0,0.000,6,29.870,5,32.105,3,17.625,2,13.495,4,29.485,3,19.500,3,22.600,2,16.500,4,34.255,4,26.395,13,92.455,5,31.290,6,47.090,8,63.185,7,41.725,472,"1,969.271"
2097,560,"1,882.460",6,33.795,9,49.685,7,42.285,3,21.900,7,42.595,3,14.400,8,50.765,5,26.510,10,77.135,8,54.260,7,45.450,5,46.420,6,34.920,8,53.660,11,74.440,7,40.445,670,"2,591.125"
2099,"1,019","3,631.738",14,81.148,17,93.815,21,144.340,9,62.615,10,82.355,17,116.270,18,129.340,9,62.670,19,105.250,16,97.435,20,173.375,25,167.590,16,112.305,24,150.800,20,163.110,15,82.015,"1,289","5,456.171"
2100,856,"3,675.720",8,55.715,4,24.470,7,74.190,11,78.200,9,84.819,12,82.380,15,144.545,16,287.435,18,234.025,11,83.000,12,80.500,16,146.230,13,112.760,9,60.335,13,92.025,10,53.510,"1,040","5,369.859"
2101,628,"2,189.628",7,54.675,10,57.010,8,104.190,4,24.325,6,79.640,9,68.965,6,45.995,7,50.065,11,82.209,4,31.975,8,64.620,9,63.330,8,54.450,8,58.960,9,69.175,7,42.860,749,"3,142.072"
2102,343,"1,124.411",2,4.945,4,20.090,3,115.295,1,6.600,3,15.475,4,115.570,5,31.290,7,96.810,2,10.200,2,11.700,6,76.070,2,21.450,3,18.400,5,37.125,7,46.745,0,0.000,399,"1,752.176"
2103,386,"1,712.834",4,110.790,3,23.585,3,22.200,2,12.900,5,36.110,6,37.840,2,10.605,1,3.450,6,53.005,8,47.385,2,20.070,5,43.150,3,23.080,5,34.870,6,43.915,4,47.480,451,"2,283.269"
2104,151,663.950,2,15.565,0,0.000,2,9.300,0,0.000,1,6.510,1,4.650,1,14.400,1,12.025,1,90.460,2,17.235,4,37.045,5,34.845,0,0.000,2,12.900,0,0.000,2,13.800,175,932.685
2105,74,290.273,0,0.000,2,11.700,2,13.200,0,0.000,2,14.970,0,0.000,3,30.490,1,28.500,1,5.850,4,35.470,1,6.600,2,12.675,0,0.000,0,0.000,1,7.000,1,8.500,94,465.228
2106,248,866.604,4,19.650,1,5.270,3,17.830,3,15.585,4,21.720,6,25.365,5,37.225,2,9.750,4,19.865,10,60.420,6,36.255,5,34.100,4,30.990,2,11.930,7,51.415,3,19.500,317,"1,283.474"
2107,521,"2,061.276",6,37.640,6,41.010,11,65.960,8,63.025,6,51.930,3,13.110,7,60.660,4,27.910,9,65.310,8,59.000,11,73.551,6,39.310,4,24.230,8,90.180,9,62.400,8,61.460,635,"2,897.962"
2108,81,324.515,2,5.885,0,0.000,0,0.000,1,6.935,0,0.000,0,0.000,1,10.350,0,0.000,0,0.000,0,0.000,0,0.000,1,10.560,2,8.660,1,6.650,2,16.550,0,0.000,91,390.105
2109,1,21.120,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,21.120
2110,276,"1,125.888",0,0.000,3,20.605,4,30.315,3,19.260,5,36.460,1,4.880,4,33.805,1,3.780,5,49.560,8,43.200,10,78.740,2,17.100,3,14.350,2,13.230,7,59.970,3,31.520,337,"1,582.663"
2111,427,"1,741.892",9,66.050,6,53.420,4,25.800,4,25.420,4,22.440,6,57.865,5,41.325,10,68.510,6,44.830,3,12.950,4,26.295,7,58.180,9,187.395,7,66.275,8,46.815,1,13.200,520,"2,558.662"
2112,847,"2,917.716",8,45.460,5,35.295,10,58.335,3,19.900,21,136.090,8,96.650,8,57.770,7,42.660,8,43.320,10,133.365,20,266.865,10,65.740,15,112.845,20,131.815,21,146.500,4,26.085,"1,025","4,336.411"
2113,599,"2,973.685",3,26.250,9,54.345,5,29.150,10,67.325,7,106.215,4,19.450,4,26.005,3,15.490,14,72.835,14,99.635,6,50.935,16,214.050,8,68.780,2,19.500,13,221.670,9,71.420,726,"4,136.740"
2114,613,"2,051.961",3,17.590,7,46.645,8,45.845,5,25.970,5,48.210,4,44.255,4,27.360,8,80.335,9,63.300,7,55.680,12,94.415,13,86.500,3,23.940,14,88.030,18,181.730,7,51.810,740,"3,033.576"
2115,350,"1,225.317",3,24.630,8,57.530,2,15.420,0,0.000,5,39.705,3,17.325,7,50.430,6,36.020,4,21.925,4,33.240,14,91.170,5,124.785,4,28.250,5,43.510,6,37.200,5,29.415,431,"1,875.872"
2116,229,"1,602.903",2,11.100,1,6.380,2,13.000,2,22.400,3,18.015,4,121.560,2,10.800,1,6.600,3,18.270,2,15.840,7,69.540,1,6.600,0,0.000,4,28.130,4,34.095,3,48.465,270,"2,033.698"
2117,642,"2,264.902",7,61.160,8,49.325,3,18.150,8,82.200,11,85.385,2,13.760,10,61.740,9,73.605,8,55.605,15,102.975,10,83.865,6,51.510,9,63.510,11,81.620,8,58.500,5,35.835,772,"3,243.647"
2118,"1,122","3,104.433",9,57.660,8,56.835,10,64.905,8,56.435,10,90.390,7,79.260,5,34.680,8,56.030,16,116.190,16,110.925,8,42.360,19,139.735,5,33.990,10,82.975,12,82.945,7,44.605,"1,280","4,254.353"
2119,461,"1,626.435",2,13.820,8,74.700,3,19.330,6,32.090,12,80.855,5,44.510,6,44.150,6,39.190,7,50.935,5,34.730,8,59.985,8,56.220,4,32.260,4,27.380,3,28.405,4,23.490,552,"2,288.485"
2120,804,"3,206.712",9,57.990,11,55.565,6,47.040,8,50.775,17,135.650,8,55.790,7,42.235,5,30.810,8,55.380,13,134.455,25,300.000,18,277.080,13,82.845,18,115.820,24,178.990,7,49.995,"1,001","4,877.132"
2121,999,"3,060.296",6,41.660,15,95.255,9,59.420,11,69.340,6,35.330,7,59.995,13,79.545,12,82.175,17,126.000,9,57.805,17,110.000,31,220.050,20,198.790,17,118.260,15,97.850,3,18.435,"1,207","4,530.206"
2122,"1,019","2,992.429",7,76.460,5,29.655,7,54.320,11,85.315,12,75.315,6,40.295,7,56.435,9,64.570,5,30.195,18,135.735,16,116.420,9,58.605,14,103.045,14,99.950,12,68.660,11,82.175,"1,182","4,169.579"
2123,1,3.420,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,3.420
2124,5,107.485,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,5,107.485
2125,"1,036","3,529.565",8,60.420,5,34.225,10,78.290,9,60.020,19,136.805,12,75.230,9,74.950,5,32.235,8,47.490,13,81.705,13,94.745,23,187.765,20,129.590,19,131.835,11,94.760,9,59.320,"1,229","4,908.950"
2126,"1,153","3,611.777",7,44.600,11,68.225,10,64.575,4,25.105,9,57.860,5,31.270,17,113.727,16,116.425,11,72.190,14,95.980,20,126.995,28,210.445,16,132.760,18,124.180,23,159.445,12,78.675,"1,374","5,134.234"
2127,53,"1,102.260",0,0.000,0,0.000,1,6.300,1,5.200,0,0.000,1,3.025,0,0.000,1,21.660,2,99.060,0,0.000,1,3.900,4,202.430,1,3.600,3,14.350,2,11.890,1,6.600,71,"1,480.275"
2128,100,"1,542.585",0,0.000,1,22.000,2,13.200,1,4.125,3,94.875,0,0.000,0,0.000,2,16.365,0,0.000,0,0.000,1,99.540,0,0.000,2,25.740,1,9.000,0,0.000,0,0.000,113,"1,827.430"
2130,115,512.238,1,12.210,4,19.695,1,5.025,1,10.080,0,0.000,0,0.000,0,0.000,1,6.600,5,32.390,1,3.000,1,3.960,0,0.000,3,20.905,1,10.230,2,15.700,0,0.000,136,652.033
2131,361,"1,458.697",2,18.965,6,59.945,4,26.415,6,44.040,4,20.695,2,9.225,3,38.000,2,11.415,1,3.600,3,13.590,2,13.000,2,174.950,4,29.220,3,18.450,16,112.910,2,13.200,423,"2,066.317"
2132,291,"1,081.245",2,23.120,6,38.195,4,22.960,1,6.080,3,19.200,2,7.095,2,16.020,5,31.990,4,29.330,2,12.915,3,20.460,2,10.550,4,26.120,6,35.990,7,49.595,0,0.000,344,"1,430.865"
2133,275,881.911,3,17.070,4,19.318,3,21.520,2,45.960,2,16.200,3,48.350,1,5.670,3,20.045,2,13.215,3,20.715,2,10.830,5,28.340,4,33.000,4,22.750,2,11.220,1,9.900,319,"1,226.014"
2134,251,962.430,1,7.440,1,5.200,1,6.600,4,28.880,1,12.000,0,0.000,1,6.615,2,13.845,1,6.500,1,11.200,5,40.180,2,12.950,1,8.775,2,13.215,1,4.225,2,18.530,277,"1,158.585"
2135,609,"2,520.689",5,136.100,8,75.950,4,32.820,1,6.500,5,30.485,3,119.415,4,30.610,8,83.250,9,180.225,7,53.245,13,106.210,13,125.325,4,41.310,7,57.980,6,60.930,7,50.740,713,"3,711.784"
2136,207,934.593,4,55.715,3,27.125,1,2.200,0,0.000,2,10.005,3,36.520,6,38.175,2,36.320,4,204.120,2,11.650,2,13.000,4,94.545,1,12.960,1,6.270,2,14.765,0,0.000,244,"1,497.963"
2137,639,"2,520.199",3,22.905,2,9.425,8,61.355,6,33.120,5,39.225,1,3.360,8,46.750,6,57.865,13,82.290,7,59.425,9,69.005,13,123.560,10,67.445,9,47.045,7,181.475,4,23.800,750,"3,448.249"
2138,293,"1,724.550",3,18.980,3,24.580,1,6.600,3,22.005,3,18.930,2,27.075,3,20.850,6,50.730,5,23.855,3,13.605,2,14.850,4,24.050,7,34.005,7,42.060,5,38.040,4,24.490,354,"2,129.255"
2140,149,725.669,1,3.300,2,8.325,0,0.000,2,12.720,0,0.000,0,0.000,1,10.175,0,0.000,1,6.380,2,21.510,2,16.960,0,0.000,0,0.000,1,19.800,3,134.385,0,0.000,164,959.224
2141,"1,017","3,446.893",6,33.560,5,45.755,5,31.875,7,33.440,8,53.695,3,23.335,4,23.835,5,32.075,7,63.540,10,52.830,14,148.470,9,149.245,3,22.350,8,116.670,13,153.555,6,52.995,"1,130","4,484.118"
2142,585,"2,324.604",4,17.960,4,25.560,8,77.370,3,32.410,5,52.800,5,64.750,2,12.565,4,54.450,3,19.605,5,32.175,8,50.400,10,194.190,3,30.600,7,90.750,3,49.755,3,17.490,662,"3,147.434"
2143,368,"1,367.290",5,29.430,4,116.870,7,46.147,2,17.400,2,12.510,4,31.205,3,19.250,5,30.420,4,26.000,4,30.210,6,166.985,3,19.800,1,5.940,2,12.900,5,43.615,3,21.115,428,"1,997.087"
2144,842,"3,687.977",12,78.635,11,77.625,7,111.870,7,45.495,4,23.550,8,121.910,9,55.550,7,61.490,4,50.840,9,123.545,14,162.950,13,329.510,12,85.835,9,60.825,7,52.345,1,6.270,976,"5,136.222"
2145,"3,090","10,342.087",23,255.130,31,465.007,30,235.230,19,112.710,43,302.090,27,184.730,38,335.845,26,228.060,37,219.125,58,590.625,51,521.365,59,516.155,36,254.570,42,335.840,48,394.945,21,166.215,"3,679","15,459.729"
2146,925,"2,935.977",8,45.285,7,34.455,7,37.410,1,6.600,7,41.475,7,49.600,9,52.890,8,51.910,6,38.970,17,106.960,18,111.690,17,102.325,14,89.525,16,111.305,11,71.400,3,18.355,"1,081","3,906.132"
2147,"2,261","7,714.957",16,100.745,27,205.935,28,223.160,19,132.890,19,163.650,26,183.465,27,280.695,26,205.995,15,101.285,37,204.175,44,356.280,44,343.635,26,173.980,33,205.215,28,191.245,7,38.915,"2,683","10,826.222"
2148,"3,345","12,543.543",24,152.635,29,230.954,15,91.665,21,157.565,37,353.035,36,331.630,39,465.240,26,281.550,53,424.260,53,368.230,53,500.150,52,362.500,45,330.140,31,258.340,41,596.905,14,94.590,"3,914","17,542.932"
2150,192,959.280,1,6.600,2,13.200,3,100.640,2,11.400,3,20.675,1,6.615,3,14.990,3,24.000,0,0.000,1,7.560,3,18.970,0,0.000,2,16.110,0,0.000,1,6.600,1,6.615,218,"1,213.255"
2151,633,"2,500.494",8,50.140,4,40.400,7,46.125,5,41.592,9,83.705,6,34.625,4,27.900,2,22.220,6,39.835,9,97.190,11,88.440,16,141.950,8,66.685,6,54.000,6,86.510,6,39.825,746,"3,461.636"
2152,422,"1,523.111",3,14.460,2,10.080,5,37.100,2,16.200,3,24.005,2,18.000,6,90.050,5,30.575,3,19.360,5,27.775,8,153.335,1,6.600,6,48.000,3,21.500,5,37.075,1,6.600,482,"2,083.826"
2153,"3,525","11,722.271",34,239.615,38,277.323,38,373.140,40,278.935,37,263.580,35,234.270,35,349.160,31,236.540,30,211.630,55,400.455,60,387.390,70,464.000,47,400.275,56,411.395,64,443.955,25,190.355,"4,220","16,884.289"
2154,"2,092","7,595.946",17,100.700,23,169.145,17,104.525,13,92.295,23,161.820,14,107.920,24,220.315,28,187.770,25,177.155,20,143.545,30,221.540,36,284.240,29,187.145,50,357.605,38,260.975,11,86.725,"2,490","10,459.366"
2155,"4,259","16,625.711",66,446.075,76,598.812,58,416.995,56,411.850,65,566.305,52,350.020,70,518.840,97,740.480,101,750.330,112,878.825,121,993.775,155,"1,252.365",83,592.525,97,799.420,115,784.835,43,429.300,"5,626","27,156.463"
2156,"1,050","4,753.720",5,69.515,9,64.955,14,144.175,13,252.405,20,222.580,11,100.275,7,71.915,10,162.910,10,181.730,10,127.795,21,213.240,14,187.885,14,122.555,11,106.845,14,174.120,11,131.190,"1,244","7,087.810"
2157,275,"1,690.067",2,12.295,2,31.710,4,84.270,2,13.995,1,8.680,3,14.865,3,11.085,1,20.160,4,47.200,2,18.300,3,22.180,3,27.930,4,53.800,5,44.150,5,53.440,6,70.950,325,"2,225.077"
2158,441,"2,766.576",1,6.600,5,40.900,5,41.920,1,13.800,5,43.725,2,28.665,5,85.255,5,44.895,2,38.865,9,110.675,6,72.415,7,48.960,6,42.325,6,46.425,10,135.945,9,91.205,525,"3,659.151"
2159,335,"1,714.906",6,46.575,3,27.525,1,25.200,7,64.270,6,135.870,2,110.645,2,26.350,8,88.595,3,25.920,5,53.610,7,65.225,2,19.230,3,20.460,8,87.830,5,32.660,2,21.910,405,"2,566.781"
2160,924,"3,290.771",5,28.930,7,40.733,7,49.075,8,56.875,4,25.800,11,67.795,8,52.425,15,142.030,4,30.750,7,46.405,9,52.530,14,114.210,12,89.850,11,83.055,13,92.700,3,23.825,"1,062","4,287.759"
2161,996,"4,244.848",7,55.710,9,55.280,11,105.345,19,206.470,6,35.020,6,129.700,14,102.225,10,70.845,15,136.365,30,413.500,17,190.280,24,250.905,28,111.390,9,58.055,15,124.570,8,96.320,"1,224","6,386.828"
2162,712,"2,867.495",11,139.680,9,84.380,3,18.965,5,93.650,12,70.305,5,31.880,6,38.430,4,31.740,6,37.930,5,34.200,6,44.000,4,20.955,5,38.115,5,68.070,6,39.505,5,24.670,809,"3,683.970"
2163,305,"1,604.694",0,0.000,3,28.145,1,26.400,0,0.000,2,11.825,3,11.230,2,13.200,3,26.100,1,3.600,4,18.535,6,60.225,2,12.210,2,13.215,3,33.330,1,10.230,1,6.600,339,"1,879.539"
2164,"1,230","9,846.395",4,26.860,11,103.980,12,80.965,17,318.130,15,234.390,31,437.295,16,134.215,13,222.930,13,134.700,12,114.190,18,293.555,20,437.935,15,342.480,19,240.605,15,325.735,4,27.515,"1,465","13,321.875"
2165,"1,740","6,114.399",8,48.215,11,163.385,11,58.761,14,124.525,13,80.670,14,117.790,15,81.080,13,83.835,7,48.835,12,70.090,8,163.830,20,232.640,11,81.545,18,142.700,11,92.655,3,27.540,"1,929","7,732.495"
2166,"2,286","7,535.943",12,83.320,11,93.840,10,93.330,17,125.835,10,59.130,10,69.995,15,125.475,11,75.665,11,59.810,27,181.085,17,106.980,15,111.140,14,103.125,14,90.740,15,133.445,6,35.235,"2,501","9,084.093"
